filename,relative_path,cluster_id,mood_id,mood_name_ko,mood_name_en,tags,color_tag,is_representative,source,notes
08f31336961b.jpg,08f31336961b.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
09530a53c487.jpg,09530a53c487.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,True,ohou.se,
0998ce5a1ef2.jpg,0998ce5a1ef2.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
0b06837bb4ed.jpg,0b06837bb4ed.jpg,4,plant_green,플랜트 그린,plant-filled green interior,"plant,green",,False,ohou.se,
0b5de2d95575.jpg,0b5de2d95575.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
0bdebb72115d.jpg,0bdebb72115d.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
0bf8192074f8.jpg,0bf8192074f8.jpg,5,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
0c0337d36b21.jpg,0c0337d36b21.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
0c4df9f4ca8c.jpg,0c4df9f4ca8c.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
0c6bda857189.jpg,0c6bda857189.jpg,7,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
0c97d5a09116.jpg,0c97d5a09116.jpg,4,plant_green,플랜트 그린,plant-filled green interior,"plant,green",,False,ohou.se,
0cb5d59c1382.jpg,0cb5d59c1382.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
0cf5c7de3708.jpg,0cf5c7de3708.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
0cfdf353e64c.jpg,0cfdf353e64c.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
0d9493debbc2.jpg,0d9493debbc2.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
0d99e9b6a560.jpg,0d99e9b6a560.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
0da58419da3d.jpg,0da58419da3d.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
0deecbe1d600.jpg,0deecbe1d600.jpg,4,plant_green,플랜트 그린,plant-filled green interior,"plant,green",,False,ohou.se,
0df631686a0d.jpg,0df631686a0d.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
0e071c3da348.jpg,0e071c3da348.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
0e0874214f0a.jpg,0e0874214f0a.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
0e0f1dbc29b1.jpg,0e0f1dbc29b1.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
0e383c95395d.jpg,0e383c95395d.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
0e5bdca03bf5.jpeg,0e5bdca03bf5.jpeg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
0e84d6dc1ee1.jpg,0e84d6dc1ee1.jpg,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
0e85c4bab087.jpg,0e85c4bab087.jpg,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
0eb378a4cda6.jpeg,0eb378a4cda6.jpeg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
0eef370db811.png,0eef370db811.png,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
0f035a59e6fb.jpg,0f035a59e6fb.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
0f0b1b12bc03.jpg,0f0b1b12bc03.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
0f646d643090.jpg,0f646d643090.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
0f7c5588e052.jpg,0f7c5588e052.jpg,4,plant_green,플랜트 그린,plant-filled green interior,"plant,green",,False,ohou.se,
0f852365d19d.jpg,0f852365d19d.jpg,4,plant_green,플랜트 그린,plant-filled green interior,"plant,green",,False,ohou.se,
0f8dbd42a9ec.jpg,0f8dbd42a9ec.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
1048da05805c.jpg,1048da05805c.jpg,7,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
1052bdc9d02d.jpg,1052bdc9d02d.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
10558c08cdc4.jpg,10558c08cdc4.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
106a9ef985b7.jpeg,106a9ef985b7.jpeg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
107613e09ef1.webp,107613e09ef1.webp,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
109a047ba562.jpeg,109a047ba562.jpeg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
10b4d92b0572.jpg,10b4d92b0572.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
11078eca200c.jpg,11078eca200c.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
11469e971dc9.jpg,11469e971dc9.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
1154a4e03bee.jpg,1154a4e03bee.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
116aa83d0d94.jpg,116aa83d0d94.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
1194d772cc2d.jpg,1194d772cc2d.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
11d482646496.jpg,11d482646496.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
11de68d5220f.jpg,11de68d5220f.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
11f497f22ee2.jpg,11f497f22ee2.jpg,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
1230a0fbb802.jpg,1230a0fbb802.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
1263daae80d9.jpg,1263daae80d9.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
1271403eedfe.jpg,1271403eedfe.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
12914ee4cb30.jpg,12914ee4cb30.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
12b6d7326831.jpg,12b6d7326831.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,True,ohou.se,
12d7f18e0e73.jpg,12d7f18e0e73.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
12f1193ca3cd.jpg,12f1193ca3cd.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
1313673e34ef.jpg,1313673e34ef.jpg,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
1352d19e3302.jpg,1352d19e3302.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
13a163ca65ea.jpg,13a163ca65ea.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
13cda50e64e6.jpg,13cda50e64e6.jpg,5,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
1494ed319e5c.jpg,1494ed319e5c.jpg,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
149afaf6bcb9.jpg,149afaf6bcb9.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
14ac435892b8.jpg,14ac435892b8.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
15225d33761b.jpg,15225d33761b.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
154df7795594.jpg,154df7795594.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
15624b186a68.jpg,15624b186a68.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
1564c7962871.jpg,1564c7962871.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
1571cb8b1589.jpg,1571cb8b1589.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
158a0144ef9c.jpg,158a0144ef9c.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
161a3082d600.jpg,161a3082d600.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
163d1474a981.jpg,163d1474a981.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
164f5dcf7af4.jpg,164f5dcf7af4.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
16adab5ed0e6.jpg,16adab5ed0e6.jpg,4,plant_green,플랜트 그린,plant-filled green interior,"plant,green",,False,ohou.se,
16d370cbf3e6.jpg,16d370cbf3e6.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
16dc3b19ebcf.jpg,16dc3b19ebcf.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
16f7c8f419e0.webp,16f7c8f419e0.webp,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
16fc22e3ea94.jpg,16fc22e3ea94.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
1715a8bce94d.jpg,1715a8bce94d.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
175165e9ab13.jpeg,175165e9ab13.jpeg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
17733e03ffa9.webp,17733e03ffa9.webp,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
177d031cbab6.jpeg,177d031cbab6.jpeg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
17a6a29a8b91.jpg,17a6a29a8b91.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
17bfb468d282.jpg,17bfb468d282.jpg,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
17ee191e62db.jpg,17ee191e62db.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
183de2b77efb.jpg,183de2b77efb.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
1869901f2d06.jpg,1869901f2d06.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
18e4424ad9b5.webp,18e4424ad9b5.webp,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
192911c1ef85.jpg,192911c1ef85.jpg,5,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
194af243614e.jpg,194af243614e.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
194fbb18c2bc.jpeg,194fbb18c2bc.jpeg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
1974258cbeb0.JPG,1974258cbeb0.JPG,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
19a74829032a.jpg,19a74829032a.jpg,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
19cc743457d5.jpg,19cc743457d5.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
19e132328d6a.jpg,19e132328d6a.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
1a2cafba19c0.jpeg,1a2cafba19c0.jpeg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
1a2eb6373ed6.jpg,1a2eb6373ed6.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
1a8a1f2443aa.jpg,1a8a1f2443aa.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
1a97e81825d0.jpg,1a97e81825d0.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
1b6925ca83cb.jpg,1b6925ca83cb.jpg,4,plant_green,플랜트 그린,plant-filled green interior,"plant,green",,False,ohou.se,
1b7d1b4db08e.jpg,1b7d1b4db08e.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,True,ohou.se,
1b82f3bbe496.jpg,1b82f3bbe496.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
1bc9d32396d7.JPG,1bc9d32396d7.JPG,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
1be88e7a1699.jpg,1be88e7a1699.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
1c7a0b0da16b.jpg,1c7a0b0da16b.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
1c8a7129a7c6.jpg,1c8a7129a7c6.jpg,7,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,True,ohou.se,
1cc0160fa3c6.jpg,1cc0160fa3c6.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
1d232ae3186b.webp,1d232ae3186b.webp,7,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
1d94e0f592a3.jpg,1d94e0f592a3.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
1e0d4077e2ea.jpg,1e0d4077e2ea.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
1e2b8759ecb2.jpg,1e2b8759ecb2.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
1e7aba995177.webp,1e7aba995177.webp,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
1ebaaf91664f.jpg,1ebaaf91664f.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
1f03bd801c7a.jpg,1f03bd801c7a.jpg,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
1f51f109fd2b.jpg,1f51f109fd2b.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
1f821b0273fb.jpg,1f821b0273fb.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
1fcee3fd2642.jpg,1fcee3fd2642.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
1fd75fab4f16.jpg,1fd75fab4f16.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
1fdb928c07e9.jpg,1fdb928c07e9.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
20061fd71798.jpg,20061fd71798.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
2051f1584e40.jpg,2051f1584e40.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,True,ohou.se,
214d0d58eae1.jpg,214d0d58eae1.jpg,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
2181d0f08a06.jpg,2181d0f08a06.jpg,4,plant_green,플랜트 그린,plant-filled green interior,"plant,green",,False,ohou.se,
2189a9c0f5ee.jpg,2189a9c0f5ee.jpg,0,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
21c17bce67ca.jpg,21c17bce67ca.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
21e6d8a0aeee.jpg,21e6d8a0aeee.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
224b38b0b16a.jpg,224b38b0b16a.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
2279efc40a99.jpg,2279efc40a99.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
2287b3c35c0a.jpg,2287b3c35c0a.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
2290e17bbabe.png,2290e17bbabe.png,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
2326462327a0.jpg,2326462327a0.jpg,5,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
232a4905acd6.jpg,232a4905acd6.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
23567fdc7dad.jpg,23567fdc7dad.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
237f4c77b583.jpg,237f4c77b583.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
239534fcd3ac.jpg,239534fcd3ac.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
23a003052ab4.jpg,23a003052ab4.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
23a6f06d5e3c.jpg,23a6f06d5e3c.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
23bfbc7365d4.jpg,23bfbc7365d4.jpg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
23c156c2462f.jpg,23c156c2462f.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
23c8774a2c63.jpg,23c8774a2c63.jpg,2,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
23de1bd75d40.jpg,23de1bd75d40.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
243506bac54b.jpg,243506bac54b.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
244d1f7be157.jpg,244d1f7be157.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
245ce4166b4d.jpg,245ce4166b4d.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
2509c56db69d.JPG,2509c56db69d.JPG,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
2521ea2872e5.jpg,2521ea2872e5.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
2542130d3be7.jpg,2542130d3be7.jpg,1,modern_grey,모던 그레이,modern grey industrial studio,"modern,grey",,False,ohou.se,
256930a38b1e.jpg,256930a38b1e.jpg,7,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
25c3c767a8bf.jpeg,25c3c767a8bf.jpeg,3,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
260261b42e4d.jpg,260261b42e4d.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
26105c83cbec.jpg,26105c83cbec.jpg,8,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
262fa8179ecf.jpg,262fa8179ecf.jpg,6,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
